stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id
3538,2000523,"ROCKVILLE PI & EDSON LA",,39.040519,-77.109891,7
3541,2000460,"ROCKVILLE PI & STRATHMORE AV",,39.034373,-77.106959,7
3542,,"GROSVENOR METRO STATION",,39.029243,-77.103838,7
3547,5000813,"COLUMBIA PIKE & EVERGREEN LANE",,38.834133,-77.187302,4
3551,2000942,"ROSSMOOR BV & GEORGIA AV",,39.100644,-77.076939,7
3552,2000943,"ROSSMOOR BV & GEORGIA AV",,39.100687,-77.077419,7
3554,2001016,"SANGAMORE RD & SENTINEL DR",,38.950219,-77.120554,4
3555,2001015,"SANGAMORE RD & OVERLEA RD (S)",,38.951688,-77.120860,4
3556,2001024,"SANGAMORE RD & COREWOOD LA",,38.953239,-77.121069,4
3557,2001013,"SANGAMORE RD & WESTPATH WY",,38.956552,-77.122064,4
3558,2001012,"SANGAMORE RD & MADAWASKA RD",,38.957949,-77.122237,4
3559,2001011,"SANGAMORE RD & NAMAKAGAN RD",,38.960383,-77.121795,4
3560,2001121,"SANGAMORE RD & WALHONDING RD",,38.962589,-77.121419,4
3561,2001126,"SANGAMORE RD & WALHONDING RD",,38.963000,-77.121202,4
3562,2001027,"SANGAMORE RD & NAMAKAGAN RD",,38.960112,-77.121696,4
3563,2001026,"SANGAMORE RD & MADAWASKA RD",,38.958023,-77.122067,4
3564,2001025,"SANGAMORE RD & WESTPATH WY",,38.956311,-77.121831,4
3565,2001392,"ROBEY RD & GREENCASTLE RD",,39.085931,-76.931487,4
3566,5000569,"TWINBROOK RD & TWINBROOK RUN DR",,38.816258,-77.274610,3
3567,2001022,"SANGAMORE RD & SENTINEL DR",,38.950279,-77.120391,4
3569,3001923,"SARGENT RD & RIGGS RD",,38.968439,-76.984003,5
3570,3001890,"SARGENT RD & BALFOUR DR",,38.966496,-76.983481,5
3571,3002699,"SARGENT RD & NICHOLSON ST",,38.962739,-76.984860,5
3572,3001716,"SARGENT RD & CHILLUM RD",,38.958366,-76.986646,5
3575,3002701,"SARGENT RD & CHILLUM RD",,38.958344,-76.987542,5
3577,3001893,"SARGENT RD & BALFOUR DR",,38.966694,-76.983288,5
3578,3001928,"SARGENT RD & RIGGS RD",,38.968941,-76.983905,5
3585,2000855,"BRIGGS CHANEY RD & ROBEY RD ",,39.079237,-76.945256,2
3593,3001076,"SEAT PLEASANT DR & JADELEAF AV",,38.900121,-76.889722,5
3594,3001066,"SEAT PLEASANT DR & FERNLEAF AV",,38.898946,-76.893687,5
3595,3001059,"SEAT PLEASANT DR & CARMODY HILLS DR",,38.898475,-76.895532,5
3596,5000223,"GREELEY BV & TANGLEWOOD CT",,38.783394,-77.222299,3
3597,3001050,"SEAT PLEASANT DR & 71ST AV",,38.897617,-76.899570,5
3598,3001045,"SEAT PLEASANT DR & 71ST ST",,38.896932,-76.902091,5
3599,3001041,"SEAT PLEASANT DR & 69TH PL",,38.896485,-76.905098,5
3601,3001047,"SEAT PLEASANT DR & 71ST ST",,38.897041,-76.901963,5
3603,1002439,"NW KANSAS AV & NW BUCHANAN ST",,38.946087,-77.022694,10
3604,3001060,"SEAT PLEASANT DR & CARMODY HILLS DR",,38.898598,-76.895615,5
3605,3001067,"SEAT PLEASANT DR & FERNLEAF AV",,38.899056,-76.893830,5
3606,3001078,"SEAT PLEASANT DR & JADELEAF AV",,38.900237,-76.889875,5
3610,5000230,"GREELEY BV & DABNEY AV",,38.784611,-77.222848,3
3613,5000173,"OLD KEENE MILL RD & SPRING RD",,38.778407,-77.189329,2
3614,5000137,"OLD KEENE MILL RD & GREELEY BV",,38.775612,-77.215755,3
3615,5000138,"OLD KEENE MILL RD & GREELEY BV",,38.775656,-77.216053,3
3616,5000176,"OLD KEENE MILL RD & ROLLING RD",,38.778780,-77.234656,3
3623,3000954,"CENTRAL AV & CABIN BRANCH RD",,38.887201,-76.893610,5
3624,3002866,"CENTRAL AV & SOPER LA",,38.887503,-76.893756,5
3625,3000958,"CENTRAL AV & CINDY LA",,38.887505,-76.889211,5
3626,3002865,"CENTRAL AV & CINDY LA",,38.887766,-76.889366,5
3627,2001376,"ROBEY RD & PALMER HOUSE WAY",,39.083237,-76.938288,5
3628,3003374,"HILL RD & CENTRAL AVE",,38.889421,-76.877289,5
3632,3000893,"SHADY GLEN DR & WALKER MILL RD",,38.874673,-76.881295,6
3633,3000903,"SHADY GLEN DR & BEECHNUT RD",,38.878312,-76.880583,6
3634,3000923,"SHADY GLEN DR & MILLRACE RD",,38.881362,-76.877986,6
3636,3000956,"SHADY GLEN DR & DRUMLEA RD",,38.887472,-76.877210,5
3639,3002858,"SHADY GLEN DR & MILLRACE RD",,38.881477,-76.877643,6
3640,3002857,"SHADY GLEN DR & BEECHNUT RD",,38.878040,-76.880520,6
3641,3002854,"WALKER MILL RD & SHADY GLEN DR ",,38.871124,-76.885328,6
3643,2001369,"WEXHALL DR & TURBRIDGE DR",,39.093626,-76.936045,5
3644,3000760,"SHADYSIDE AV & HOWE AV",,38.855408,-76.929701,6
3645,3000781,"SHADYSIDE AV & BROOKFIELD DR",,38.857738,-76.930740,6
3647,3000832,"SHADYSIDE AV & BENNETT AV",,38.863542,-76.932352,6
3650,3000796,"SHADYSIDE AV & BROOKFIELD DR",,38.858025,-76.930749,6
3651,3003263,"SHADYSIDE AV & HOWE AV",,38.854899,-76.929825,6
3653,2001370,"WEXHALL DR & CHILDRESS TERRACE",,39.093039,-76.937964,5
3654,3001119,"SHERIFF RD & 60TH AV",,38.905287,-76.914100,5
3655,3001121,"SHERIFF RD & MARBLEWOOD AV",,38.905553,-76.912170,5
3658,3001145,"SHERIFF RD & CABIN BRANCH DR",,38.907326,-76.902191,5
3661,3001179,"SHERIFF RD & VILLAGE GREEN DR",,38.912094,-76.879075,5
3666,6001083,"N GEORGE MASON DR & LEE HW",,38.896343,-77.133643,1
3670,3001483,"ARDWICK-ARDMORE RD & WHITETIRE RD",,38.941897,-76.867636,5
3671,2001371,"BALLINGER DR & WEXHALL DR",,39.091061,-76.940606,5
3675,3001150,"SHERIFF RD & CABIN BRANCH DR",,38.907871,-76.900690,5
3678,3001124,"SHERIFF RD & MARBLEWOOD AV",,38.905747,-76.912012,5
3679,3001120,"SHERIFF RD & FAIRMONT HGTS DR",,38.905438,-76.914161,5
3680,3000742,"SILVER HILL RD & WEST AV",,38.852474,-76.911920,6
3681,3004085,"SILVER HILL RD & WEST AV",,38.852534,-76.913323,6
3682,3000739,"SILVER HILL RD & SILVER HILL CT",,38.852326,-76.915483,6
3684,3002761,"SUITLAND RD & SILVER HILL RD",,38.848336,-76.923485,6
3685,3000709,"SILVER HILL RD & SUITLAND RD",,38.848580,-76.924966,6
3686,3000733,"SILVER HILL RD & BROOKS DR",,38.851827,-76.919808,6
3688,3000724,"SILVER HILL RD & PORTER AV",,38.850640,-76.922535,6
3689,3000728,"SILVER HILL RD & PORTER AV",,38.851071,-76.922392,6
3693,3001435,"ARDWICK-ARDMORE RD & WEST ST",,38.939242,-76.860633,5
3694,3000731,"SILVER HILL RD & SUNSET LA",,38.851635,-76.919364,6
3696,3001454,"ARDWICK-ARDMORE RD & PRESTON DR",,38.939724,-76.861495,5
3697,1003460,"MILITARY RD & 30TH ST",,38.961084,-77.059546,10
3699,2001372,"BALLINGER DR & BALLINGER TERRACE",,39.090063,-76.937514,4
3701,1003467,"H ST NW & 14TH ST NW",,38.900152,-77.031361,201
3702,3000689,"SILVER HILL RD & SWANN RD",,38.846851,-76.926720,6
3703,3000673,"SILVER HILL RD & RANDALL RD",,38.844774,-76.928201,6
3704,3000664,"SILVER HILL RD & PARKWAY TERR DR",,38.843757,-76.929514,6
3705,2001373,"BALLINGER DR & ALDORA CIRCLE",,39.087934,-76.936530,6
3706,3000651,"SILVER HILL RD & MAYWOOD LA",,38.842389,-76.934323,6
3707,3000647,"SILVER HILL RD & TERRACE DR",,38.842099,-76.936030,6
3708,3000645,"SILVER HILL RD & SILVER PARK DR",,38.841592,-76.938402,6
3709,3000757,"OLD SILVER HILL & PARKLAND CT",,38.854781,-76.903168,6
3710,3000634,"ST BARNABAS RD & WILKINSON DR",,38.839926,-76.941878,6
3711,3002764,"SILVER HILL RD & SILVER PARK DR",,38.842047,-76.937685,6
3712,3000649,"SILVER HILL RD & TERRACE DR",,38.842337,-76.936347,6
3713,3000655,"SILVER HILL RD & MAYWOOD LA",,38.842628,-76.934696,6
3714,3002727,"OLD BRANCH AV & OURISMAN DR",,38.830762,-76.932330,6
3715,2001385,"BALLINGER DR & AUTUMN GLEN CIRCLE",,39.087699,-76.936240,6
3716,3000676,"SILVER HILL RD & RANDALL RD",,38.845217,-76.928264,6
3717,3000692,"SILVER HILL RD & SWANN RD",,38.846768,-76.926320,6
3719,4000046,"WHITING ST &    EDSALL RD",,38.807489,-77.135062,1
3720,3002531,"CHERRY LA & BALTIMORE AV",,39.091984,-76.859659,7
3722,3002532,"CHERRY LA & BALTIMORE AV",,39.092190,-76.858515,7
3729,3001566,"FORBES BLVD & LOTTSFORD VISTA RD",,38.948734,-76.827930,2
3730,3001565,"FORBES BLVD & NICOLE DR",,38.948704,-76.830171,2
3732,3001368,"OLD LANDOVER RD & 64TH AVE",,38.933619,-76.907456,2
3736,3002351,"SOUTHAMPTON DR & AMES RD",,39.003632,-76.982081,4
3737,2001374,"BALLINGER DR & CARTHAGE CIRCLE",,39.085627,-76.936423,2
3739,2000258,"SOUTHAMPTON DR & BEACON RD",,39.006044,-76.984211,4
3740,2000259,"SOUTHAMPTON DR & BEACON RD",,39.006236,-76.984360,4
3741,2001437,"OLD COLUMBIA PIKE & TOLSON PLACE",,39.107379,-76.937331,2
3742,3002360,"SOUTHAMPTON DR & AMES RD",,39.003819,-76.982441,4
3757,3000528,"1271 SOUTHVIEW DR",,38.827225,-76.989856,6
3758,3000529,"1271 SOUTHVIEW DR",,38.827236,-76.990355,6
3763,2001469,"OLD COLUMBIA PIKE & SPENCERVILLE COURT",,39.106187,-76.937843,2
3769,5000340,"COFFER WOODS RD & CANVASBACK RD",,38.794876,-77.279423,3
3771,5000270,"COFFER WOODS RD & HEMLOCK WOODS LA",,38.788549,-77.291131,3
3773,3000139,"FRIENDLY MD (ALLENTOWN RD & OLD FORT RD)",,38.752150,-76.978111,6
3774,2001067,"TERMINAL;SPARTAN RD & BUEHLER RD",,39.150051,-77.063012,7
3776,3002361,"SPRINGHILL DR & MARKET LA",,39.004170,-76.901356,8
3777,3002357,"SPRINGHILL DR & LAKESIDE DR",,39.003789,-76.899370,8
3781,3002362,"SPRINGHILL DR & MARKET LA",,39.004235,-76.901246,8
3782,3002359,"SPRINGHILL DR & LAKESIDE DR",,39.003923,-76.899068,8
3787,3000390,"ST BARNABAS RD & VIRGINIA LA",,38.810874,-76.967834,6
3788,3000397,"ST BARNABAS RD & LARRY AV",,38.812825,-76.966033,6
3789,3000414,"ST BARNABAS RD & WINSTON ST",,38.815318,-76.962871,6
3792,3000470,"ST BARNABAS RD & HAGAN RD",,38.822057,-76.955021,6
3794,3000482,"ST BARNABAS RD & TEMPLE HILL RD",,38.822903,-76.949922,6
3795,3000503,"ST BARNABAS RD & POHANKA PL",,38.825052,-76.946809,6
3796,3000506,"ST BARNABAS RD & POHANKA PL",,38.825381,-76.946702,6
3797,3000512,"ST BARNABAS RD & CLIFTON RD",,38.826041,-76.945528,6
3798,3000517,"ST BARNABAS RD & CLIFTON RD",,38.826699,-76.945220,6
3799,3000527,"ST BARNABAS RD & STAMP RD",,38.827143,-76.944228,6
3800,3000530,"ST BARNABAS RD & STAMP RD",,38.827904,-76.943921,6
3801,3000533,"ST BARNABAS RD & HOLLY TREE RD",,38.828283,-76.943117,6
3802,3000536,"ST BARNABAS RD & HOLLY TREE RD",,38.829053,-76.942842,6
3803,2001438,"OLD COLUMBIA PIKE & LOMA LINDA COURT",,39.105576,-76.938266,2
3805,3000635,"ST BARNABAS RD & SILVER HILL RD",,38.840088,-76.941675,6
3806,3000637,"ST BARNABAS RD & SILVER HILL RD",,38.840258,-76.943435,6
3809,3000554,"28TH AVE & ST BARNABAS RD ",,38.831448,-76.942427,6
3811,2001439,"OLD COLUMBIA PIKE AT FAIRLAND LIBRARY",,39.101800,-76.940462,2
3819,3000488,"ST BARNABAS RD & RALEIGH RD",,38.823419,-76.950425,6
3821,3000471,"ST BARNABAS RD & HAGAN RD",,38.822043,-76.954683,6
3822,3000454,"ST BARNABAS RD & LIME ST",,38.820495,-76.957393,6
3824,3000418,"ST BARNABAS RD & WHEELER RD",,38.815918,-76.962570,6
3826,3000392,"ST BARNABAS RD & VIRGINIA LA",,38.811323,-76.967708,6
3828,1000661,"TEXAS AVE SE & D ST SE",,38.884587,-76.941030,6
3829,3000575,"28TH AVE & ST CLAIR DR",,38.832445,-76.946475,6
3830,3000570,"ST CLAIR DR & 27TH AV",,38.832007,-76.947853,6
3831,3000558,"ST CLAIR DR & NORCROSS ST",,38.831560,-76.949513,6
3832,3000557,"ST CLAIR DR & MURDOCK ST",,38.831530,-76.950720,6
3833,3000550,"ST CLAIR DR & LYONS ST",,38.831264,-76.951639,6
3834,3000555,"ST CLAIR DR & LYONS ST",,38.831376,-76.951721,6
3835,3000561,"ST CLAIR DR & NORCROSS ST",,38.831680,-76.949546,6
3836,3000567,"ST CLAIR DR & OLSON ST",,38.831922,-76.947608,6
3837,3000577,"28TH AVE & ST CLAIR DR",,38.832590,-76.946061,6
3852,3000723,"SUITLAND RD & HOMER AV",,38.850435,-76.927908,6
3853,3003257,"SUITLAND RD & HURON AV",,38.849662,-76.926283,6
3854,3000699,"SUITLAND RD & EASTERN LA",,38.847525,-76.922241,6
3855,3000677,"SUITLAND RD & ROMAIN CT",,38.845122,-76.919072,6
3858,3000630,"SUITLAND RD & REGENCY PW",,38.839167,-76.910860,6
3861,3000588,"SUITLAND & WOODLAND RD",,38.834177,-76.900773,6
3862,3000584,"SUITLAND RD & ELMENDORF DR",,38.833538,-76.900305,9
3863,3000578,"SUITLAND RD & JOHN ST",,38.832590,-76.899324,9
3865,3000534,"SUITLAND RD & RANDOLPH RD",,38.828554,-76.894342,9
3866,3000515,"SUITLAND RD & POPLAR RD",,38.826521,-76.892911,9
3868,3000466,"SUITLAND RD & ALLENTOWN RD",,38.821646,-76.886958,9
3869,3000487,"SUITLAND RD & LOU LA",,38.823345,-76.889147,9
3870,3000521,"SUITLAND RD & POPLAR RD",,38.826940,-76.893052,9
3871,3000538,"SUITLAND RD & RANDOLPH RD",,38.829006,-76.894930,9
3874,3000591,"SUITLAND & WOODLAND RD",,38.834432,-76.901301,6
3875,3000615,"SUITLAND RD & KINGSWOOD DR",,38.837676,-76.905342,6
3876,3000617,"SUITLAND RD & REGENCY PARKWAY",,38.837627,-76.905631,6
3877,3000628,"SUITLAND RD & REGENCY COURT",,38.838961,-76.911095,2
3879,3000662,"SUITLAND RD & BELGREEN ST",,38.843327,-76.915560,6
3880,3000678,"SUITLAND RD & ROMAIN CT",,38.845338,-76.919143,6
3881,3000701,"SUITLAND RD & EASTERN LA",,38.847451,-76.922397,6
3882,3000709,"SUITLAND RD & SILVER HILL RD",,38.848128,-76.925518,6
3883,3003267,"SUITLAND RD & HOMER AV",,38.850177,-76.927831,6
3884,3000732,"SUITLAND RD & SHADYSIDE AV",,38.851775,-76.930738,6
3885,2001440,"OLD COLUMBIA PIKE & FORSYTHIA LANE",,39.100216,-76.942100,6
3889,3000627,"SUITLAND RD & ROCK QUARRY TERRACE",,38.838813,-76.908139,2
3895,3001100,"CENTRAL AVE & DEVONWOOD DR",,38.902804,-76.741915,2
3897,3000711,"SURREY SERVICE RD & REGENCY PW",,38.849117,-76.902956,6
3898,3003272,"SURREY SQUARE APTS;SURREY SERVICE RD",,38.848339,-76.901188,6
3899,3003271,"SURREY SERVICE RD & REGENCY PW",,38.848939,-76.902727,6
3900,3000715,"SURREY SERVICE RD & PARKLAND DR",,38.849539,-76.905677,6
3901,1003309,"TEXAS AVE SE & CHAPLIN ST SE",,38.883647,-76.941551,7
3913,3000292,"TEMPLE HILL RD & FARMER DR",,38.795007,-76.928433,9
3914,3000306,"TEMPLE HILL RD & CARDWELL DR",,38.797087,-76.927635,9
3915,3000409,"TEMPLE HILL RD & FISHER RD",,38.814450,-76.946104,6
3916,3000416,"TEMPLE HILL RD & SPRING TE",,38.815669,-76.946635,6
3917,3000431,"TEMPLE HILL RD & HAGAN RD",,38.817765,-76.949252,6
3918,3000462,"TEMPLE HILL RD & RICKEY AV",,38.821180,-76.949891,6
3919,3000465,"TEMPLE HILL RD & RICKEY AV",,38.821511,-76.949988,6
3920,3000435,"TEMPLE HILL RD & HAGAN RD",,38.818179,-76.949703,6
3921,3000417,"TEMPLE HILL RD & SPRING TE",,38.815861,-76.947075,6
3922,3000307,"TEMPLE HILL RD & CARDWELL DR",,38.797405,-76.927757,9
3923,3000293,"TEMPLE HILL RD & FARMER DR",,38.794961,-76.928247,9
3924,3001104,"HALL RD & DEVONWOOD DR",,38.903363,-76.741736,2
3925,3001947,"TOLEDO RD & BELCREST RD",,38.969804,-76.953137,5
3926,3001950,"TOLEDO RD & ADELPHI RD",,38.969957,-76.949945,5
3927,3001957,"TOLEDO RD & ADELPHI RD",,38.970111,-76.949805,5
3935,3001140,"LAKE ARBOR WAY & FAIRLAKES PL",,38.907238,-76.823002,2
3938,3001979,"TOLEDO TE & BELCREST RD",,38.971275,-76.954994,5
3941,3002624,"MOYLAN DR & MARNE LANE",,38.976178,-76.748282,2
3945,3000211,"TUCKER RD & ROSE MARIE DR",,38.775565,-76.956405,9
3946,3000213,"TUCKER RD & ARUNDEL DR",,38.776275,-76.952743,9
3947,3000214,"TUCKER RD & ALLENTOWN RD",,38.776332,-76.952271,9
3948,3000212,"TUCKER RD & ROSE MARIE DR",,38.775806,-76.955955,9
3952,3000995,"HARRY S TRUMAN DR & PRINCE PL",,38.890662,-76.837183,8
3953,3001000,"HARRY S TRUMAN DR & PRINCE PL",,38.890928,-76.837693,8
3954,3003013,"MOYLAN DR (OPPOSITE MARNE LANE)",,38.976550,-76.748297,8
3955,3001894,"TULIP GROVE DR & TRAINOR LA",,38.966737,-76.750673,8
3956,3001896,"TULIP GROVE DR & FOXHILL LA",,38.966724,-76.749588,8
3959,3001898,"TULIP GROVE DR & FOXHILL LA",,38.966872,-76.749254,8
3960,3001895,"TULIP GROVE DR & TRAINOR LA",,38.966680,-76.751100,8
3969,,"TWINBROOK METRO STATION",,39.062389,-77.120792,7
4000,2001038,"REEDIE DR & GEORGIA AV",,39.039130,-77.051191,4
4001,2000511,"W UNIVERSITY BV & REEDIE DR",,39.039919,-77.042795,4
4004,2000487,"W UNIVERSITY BV & EASECREST DR",,39.037815,-77.040064,4
4006,2000473,"W UNIVERSITY BV & INWOOD AV",,39.035998,-77.036046,4
4009,2000474,"THE WARWICK TOWERS;1131 UNIVERSITY",,39.036214,-77.027597,4
4011,2000452,"W UNIVERSITY BV & GABEL ST",,39.033581,-77.024011,4
4013,2000399,"W UNIVERSITY BV & DENNIS AV",,39.025979,-77.019921,4
4014,2000387,"W UNIVERSITY BV & ROYALTON RD @ MED CENT",,39.024486,-77.018979,4
4015,2000372,"W UNIVERSITY BV & BRUNETT AV",,39.023110,-77.016610,4
4016,2000360,"W UNIVERSITY BV & LORAIN AV",,39.021469,-77.014933,4
4017,2001378,"W UNIVERSITY BV & COLESVILLE RD",,39.020280,-77.012643,4
4018,2000343,"LEXINGTON DR;UNIVERSITY BV & PIERCE",,39.019022,-77.011091,4
4019,2000339,"E UNIVERSITY BV & ST LAWRENCE DR",,39.018603,-77.007658,4
4020,2000331,"E UNIVERSITY BV & N WILLIAMSBURG DR",,39.017334,-77.006791,4
4021,2001060,"NEW HAMPSHIRE AV & SIR GALAHAD WY",,39.143170,-77.000746,7
4023,2000308,"E UNIVERSITY BV & E FRANKLIN AV",,39.012190,-77.002885,4
4029,2000239,"E UNIVERSITY BV & PATTON DR",,39.002473,-76.995567,4
4031,2000212,"E UNIVERSITY BV & PINEY BRANCH RD",,38.998930,-76.995212,4
4033,2000183,"E UNIVERSITY BV & FORSTON ST",,38.994907,-76.993023,4
4034,2000163,"E UNIVERSITY BV & MERRIMAC DR (TERMINAL)",,38.992817,-76.991819,4
4035,3002200,"UNIVERSITY BV & NEW HAMPSHIRE AV",,38.989805,-76.987751,4
4036,2000144,"UNIVERSITY BV & NEW HAMPSHIRE AV",,38.990496,-76.989564,4
4037,3002173,"UNIVERSITY BV & 14TH AV",,38.987158,-76.984634,5
4039,3003214,"UNIVERSITY BV & 15TH AV",,38.986125,-76.981194,5
4040,3002125,"UNIVERSITY BV & RIGGS RD",,38.983396,-76.977676,5
4041,4000003,"S WASHINGTON ST & CHURCH ST",,38.794890,-77.049258,2
4046,3002143,"UNIVERSITY BV & 25TH AV",,38.984390,-76.967393,5
4047,3002157,"UNIVERSITY BV & TULANE DR",,38.985330,-76.958008,5
4048,3002158,"UNIVERSITY BV & TULANE DR",,38.985462,-76.958807,5
4049,3002146,"UNIVERSITY BV & 25TH AV",,38.984675,-76.967120,5
4050,3002595,"UNIVERSITY BV & 23RD AV",,38.984294,-76.971141,5
4053,3002133,"UNIVERSITY BV & RIGGS RD",,38.983760,-76.978513,5
4058,3003220,"UNIVERSITY BV & LEBANON ST",,38.990685,-76.989290,4
4060,2000165,"E UNIVERSITY BV & NAVAHOE DR",,38.993370,-76.991917,4
4065,2000236,"UNIVERSITY BV & LANGLEY DR;AT HERON DR",,39.001665,-76.995790,4
4068,2000264,"E UNIVERSITY BV & BUCKINGHAM DR",,39.006644,-76.997575,4
4075,2000332,"E UNIVERSITY BV & N WILLIAMSBURG DR",,39.017734,-77.006672,4
4076,2000340,"E UNIVERSITY BV & ST LAWRENCE DR",,39.018726,-77.008485,4
4077,2000347,"LEXINGTON DR;UNIVERSITY BV & PIERCE",,39.019471,-77.010499,4
4078,2001411,"W UNIVERSITY BV & COLESVILLE RD",,39.019488,-77.013779,4
4079,2000355,"W UNIVERSITY BV & SUTHERLAND RD",,39.020822,-77.013362,4
4080,2000361,"W UNIVERSITY BV & LORAIN AV",,39.021883,-77.014941,4
4081,2000373,"W UNIVERSITY BV & BRUNETT AV",,39.023099,-77.017073,4
4083,2000405,"W UNIVERSITY BV & DENNIS AV",,39.026703,-77.020539,4
4085,2000449,"W UNIVERSITY BV & CADDINGTON AV",,39.033332,-77.023435,4
4088,2000477,"W UNIVERSITY BV & SLIGO CREEK PW",,39.036381,-77.030237,4
4089,1001826,"NW CONNECTICUT AVE & NW CALVERT ST",,38.923148,-77.051476,2
4090,2000475,"W UNIVERSITY BV & INWOOD AV",,39.036294,-77.036730,4
4092,5000379,"BURKE LAKE RD & LAKE BRADDOCK DR",,38.801003,-77.265156,3
4095,2000512,"W UNIVERSITY BV & REEDIE DR",,39.039895,-77.043321,4
4096,1000939,"NE C ST & NE 4TH ST (STANTON SQ NORTH)",,38.894159,-77.000294,4
4100,1000665,"SW D ST & SW 12TH ST",,38.884614,-77.027725,4
4104,3003224,"LYONS ST & OLSON ST",,38.828647,-76.953777,2
4106,3003225,"23RD PKWY & KIRBY DR",,38.830467,-76.957068,2
4110,1000608,"TEXAS AVE SE & BURBANK ST SE",,38.882304,-76.942860,2
4118,1000402,"SE 16TH ST & SE U ST",,38.865186,-76.982285,2
4121,3001510,"UPSHUR ST & 30TH ST",,38.943456,-76.966241,5
4122,3001504,"UPSHUR ST & 29TH ST",,38.943215,-76.967795,5
4123,3003178,"UPSHUR ST & 30TH ST",,38.943347,-76.966560,5
4125,2000510,"VEIRS MILL RD & W UNIVERSITY BV",,39.039733,-77.054644,4
4127,2000531,"VEIRS MILL RD & GALT AV",,39.041539,-77.058053,7
4128,2000544,"11403 VEIRS MILL RD",,39.044065,-77.062899,7
4129,2000554,"VEIRS MILL RD & NEWPORT MILL RD",,39.045060,-77.064685,7
4131,2000575,"VEIRS MILL RD & CLARIDGE RD",,39.048474,-77.068987,7
4133,2000583,"VEIRS MILL RD & CENTERHILL ST",,39.050162,-77.072560,7
4134,2000594,"VEIRS MILL RD & CONNECTICUT AV",,39.051634,-77.075085,7
4135,2000601,"VEIRS MILL RD & FERRARA AV",,39.053037,-77.077216,7
4136,2000619,"VEIRS MILL RD & BUSHEY DR",,39.054465,-77.079742,7
4137,2000644,"VEIRS MILL RD & RANDOLPH RD",,39.056484,-77.082849,7
4138,2000660,"VEIRS MILL RD & GRIDLEY RD",,39.057175,-77.084636,7
4139,2000674,"VEIRS MILL RD & HAVARD ST",,39.058219,-77.086394,7
4140,2001293,"VEIRS MILL RD & TURKEY BRANCH PW",,39.060304,-77.089564,7
4141,2000714,"VEIRS MILL RD & PARKLAND DR",,39.061819,-77.092185,7
4142,2000721,"VEIRS MILL RD & ROBINDALE DR",,39.063168,-77.095114,7
4144,2001296,"VEIRS MILL RD & ARBUTUS AV",,39.066966,-77.100924,7
4145,2001287,"VEIRS MILL RD & ASPEN HILL RD",,39.068791,-77.104635,7
4146,2000793,"VEIRS MILL RD & TWINBROOK PW",,39.073129,-77.111675,7
4147,2000801,"VEIRS MILL RD & MEADOW HALL DR",,39.074370,-77.113541,7
4148,2000809,"VEIRS MILL RD & ATLANTIC AV",,39.074943,-77.115853,7
4149,2001286,"VEIRS MILL RD & MIDWAY AV",,39.075907,-77.119208,7
4150,2000827,"VEIRS MILL RD & OKINAWA AV",,39.076488,-77.121661,7
4151,2000836,"VEIRS MILL RD & BROADWOOD DR",,39.077099,-77.123959,7
4152,2000847,"VEIRS MILL RD & CLAGETT DR",,39.078025,-77.128236,7
4153,2000850,"VEIRS MILL RD & EDMONSTON DR",,39.078409,-77.130543,7
4154,2000852,"VEIRS MILL RD & WOODBURN RD",,39.079083,-77.134598,7
4159,2000853,"VEIRS MILL RD & WOODBURN RD",,39.079322,-77.134772,7
4160,2000851,"VEIRS MILL RD & EDMONSTON DR",,39.078664,-77.130858,7
4161,2000848,"VEIRS MILL RD & CLAGETT DR",,39.078160,-77.127871,7
4162,2000837,"VEIRS MILL RD & BROADWOOD DR",,39.077321,-77.124037,7
4163,2000830,"VEIRS MILL RD & OKINAWA AV",,39.076721,-77.121708,7
4165,2000811,"VEIRS MILL RD & ATLANTIC AV",,39.075271,-77.115993,7
4167,2000798,"VEIRS MILL RD & TWINBROOK PW",,39.073679,-77.112088,7
4168,2001297,"VEIRS MILL RD & ASPEN HILL RD",,39.069670,-77.105369,7
4171,2001294,"VEIRS MILL RD & ROBINDALE DR",,39.063335,-77.094840,7
4172,2000712,"VEIRS MILL RD & GAYNOR RD",,39.061584,-77.092364,7
4173,2001288,"VEIRS MILL RD & EDGEBROOK RD",,39.059690,-77.088990,7
4174,2001292,"VEIRS MILL RD & HAVARD ST",,39.058295,-77.086068,7
4175,2001291,"VEIRS MILL RD & GRIDLEY RD",,39.057564,-77.084765,7
4176,2000649,"RANDOLPH RD & VEIRS MILL RD ",,39.056687,-77.082020,7
4177,2001156,"VEIRS MILL RD & BUSHEY DR",,39.054851,-77.080019,7
4179,2000602,"VEIRS MILL RD & FERRARA AV",,39.053281,-77.077153,7
4180,2000596,"VEIRS MILL RD & CONNECTICUT AV",,39.052245,-77.075476,7
4182,2000580,"VEIRS MILL RD & GAIL ST",,39.049455,-77.070954,7
4183,2005486,"VEIRS MILL RD & CLARIDGE RD",,39.048524,-77.069452,7
4185,2001160,"VEIRS MILL RD & NEWPORT MILL RD",,39.044893,-77.064994,7
4186,2000545,"VEIRS MILL RD & NORRIS DR",,39.044027,-77.063305,7
4187,2000532,"VEIRS MILL RD & COLLEGE VIEW DR",,39.041783,-77.059122,7
4188,2000514,"VEIRS MILL RD & UNIVERSITY BV",,39.040355,-77.055811,4
